ID,date,geo_merge,cases_final,case_rate_final,adj_case_rate_final,deaths_final,death_rate_final,adj_death_rate_final,persons_tested_final,testing_rate_final,adj_testing_rate_final,population
303,6/21/2020,Unincorporated - Val Verde,23,695,615,0,0,0,1036,31309,30472,3309
304,6/21/2020,Unincorporated - Valencia,12,391,957,1,33,258,170,5534,6940,3072
305,6/21/2020,Unincorporated - Valinda,189,809,789,1,4,5,1571,6722,6602,23371
306,6/21/2020,Unincorporated - View Park/Windsor Hills,52,447,439,2,17,7,1435,12333,11777,11635
307,6/21/2020,Unincorporated - Walnut Park,225,1394,1392,4,25,27,1260,7805,7696,16143
308,6/21/2020,Unincorporated - West Antelope Valley,3,199,248,0,0,0,36,2383,2007,1511
309,6/21/2020,Unincorporated - West Carson,135,611,512,11,50,30,2068,9363,8410,22086
310,6/21/2020,Unincorporated - West LA,24,2521,1895,2,210,67,415,43592,33954,952
311,6/21/2020,Unincorporated - West Puente Valley,68,691,678,0,0,0,713,7250,7002,9835
312,6/21/2020,Unincorporated - West Rancho Dominguez,10,736,743,1,74,63,105,7726,7345,1359
313,6/21/2020,Unincorporated - West Whittier/Los Nietos,276,1025,1016,5,19,19,2099,7796,7733,26925
314,6/21/2020,Unincorporated - White Fence Farms,17,462,534,0,0,0,184,4996,5405,3683
315,6/21/2020,Unincorporated - Whittier,17,449,448,0,0,0,232,6131,5783,3784
316,6/21/2020,Unincorporated - Willowbrook,429,1229,1258,10,29,40,3536,10128,10387,34913
317,6/21/2020,Unincorporated - Wiseburn,29,481,440,0,0,0,510,8462,8302,6027
